Internal ID,going out,gender,age,country,area,dress,day,"Click Coordinates (x, y)",Media
90273393,No,Male,54,United States,Colorado,White and gold,Sunday,"(74, 26)",Science
90273397,No,Female,40,United States,Georgia,White and gold,Friday,"(77, 20)",Science
90273398,No,Male,32,United States,California,Blue and black,Sunday,"(79, 23)",Science
90273408,No,Male,62,United States,Pennsylvania,White and gold,Sunday,"(70, 5)",Science
90273420,No,Female,44,United States,California,Blue and black,Sunday,"(63, 29)",Science
90273422,No,Female,44,Canada,British Columbia,White and gold,Sunday,"(80, 18)",Science
90273424,No,Male,52,United States,Illinois,White and gold,Sunday,"(78, 28)",Science
90273427,No,Male,51,United States,California,White and gold,Friday,"(71, 25)",Science
90273429,No,Male,46,United States,California,White and gold,Sunday,"(74, 30)",Science
90273431,No,Male,52,United States,Virginia,White and gold,Friday,"(19, 77)",ESPN
90273432,No,Female,37,United States,California,White and gold,Friday,"(64, 22)",Science
90273435,No,Male,57,United States,Carolina,Blue and black,Friday,"(85, 30)",Science
90273440,No,Male,44,United States,UT,White and gold,Friday,"(32, 41)",Daily Dish
90273442,No,Male,60,United States,Massachusetts,White and gold,Sunday,"(74, 21)",Science
90273444,No,Male,42,United States,Massachusetts,White and gold,Friday,Unknown,Science
90273447,No,Male,39,Mexico,California,White and gold,Friday,"(80, 85)",Yahoo
90273450,No,Female,57,United States,IN,White and gold,Sunday,"(70, 4)",Science
90273459,No,Male,48,United States,California,White and gold,Friday,"(69, 5)",Science
90273463,No,Male,50,United States,California,White and gold,Sunday,"(80, 30)",Science
90273465,No,I'd rather not say,40,United States,Massachusetts,Blue and black,Sunday,"(71, 28)",Science
90273466,No,Male,43,Canada,Alberta,White and gold,Friday,"(73, 32)",Science
90273468,No,Male,60,United States,Ny,Blue and black,Friday,"(89, 32)",Science
90273470,No,Female,55,United States,Illinois,White and gold,Friday,"(67, 33)",Science
90273472,No,Male,40,United States,Carolina,Blue and black,Sunday,"(19, 89)",ESPN
90273474,No,Male,34,United States,California,Blue and black,Sunday,"(76, 65)",Yahoo
90273476,No,Male,56,United States,California,White and gold,Sunday,"(75, 23)",Science
90273479,Yes,Male,65,United States,Maryland,White and gold,Sunday,"(34, 52)",ESPN
90273482,No,Female,40,United States,Oregon,White and gold,Friday,"(73, 15)",Science
90273490,No,Male,56,United States,Pennsylvania,Unknown,Friday,Unknown,Unknown
90273500,No,Male,57,United States,North Dakota,Blue and black,Friday,"(73, 34)",Science
90273509,Yes,Female,12,United States,Unknown,White and gold,Sunday,"(66, 42)",Science
90273514,No,Male,38,Canada,Quebec,White and gold,Friday,"(85, 32)",Science
90273518,No,Female,45,United States,California,Blue and black,Sunday,"(80, 28)",Science
90273519,Yes,Female,39,United States,California,Blue and black,Friday,"(77, 31)",Science
90273523,No,Male,40,United States,Colorado,White and gold,Friday,"(79, 21)",Science
90273525,No,Male,48,United States,Texas,Blue and black,Sunday,"(21, 53)",ESPN
90273526,No,Male,50,United States,Texas,White and gold,Sunday,Unknown,Unknown
90273529,No,Female,51,Canada,British Columbia,White and gold,Friday,"(67, 63)",Yahoo
90273533,No,Male,49,United States,California,Blue and black,Friday,"(69, 27)",Science
90273535,No,Male,48,United States,Wisconsin,White and gold,Sunday,"(73, 28)",Science
90273537,No,Male,43,United States,Michigan,Blue and black,Sunday,"(78, 25)",Science
90273539,No,Male,64,United States,Pennsylvania,White and gold,Friday,"(74, 6)",Science
90273550,No,I'd rather not say,52,United States,Pennsylvania,Blue and black,Sunday,"(67, 5)",Science
90273558,No,Male,37,United States,California,White and gold,Friday,"(73, 14)",Science
90273567,No,Female,22,United States,Pennsylvania,White and gold,Friday,"(87, 34)",Science
90273583,No,Male,44,United States,New York,Blue and black,Sunday,Unknown,Unknown
90273590,No,Male,52,Canada,Ontario,White and gold,Friday,"(69, 5)",Science
90273591,No,Female,51,United States,California,Blue and black,Friday,Unknown,Unknown
90273594,No,Female,47,United States,Illinois,White and gold,Friday,"(63, 39)",Science
90273596,No,Male,41,United States,Washington,White and gold,Friday,"(73, 27)",Science
90273597,No,Male,38,United States,Kansas ,Blue and black,Sunday,"(77, 28)",Science
90273599,No,Male,38,United States,New York,White and gold,Friday,Unknown,Science
90273602,No,Male,43,United States,Nevada,White and gold,Friday,"(76, 27)",Science
90273607,No,Male,35,Canada,Ontario,White and gold,Friday,"(87, 30)",Science
90273610,No,Male,34,United States,Illinois,White and gold,Friday,"(75, 28)",Science
90273612,Yes,Female,56,United States,Unknown,White and gold,Friday,"(81, 26)",Science
90273613,No,Female,33,United States,Carolina,Blue and black,Sunday,"(69, 5)",Science
90273615,No,Male,60,United States,New York,White and gold,Friday,"(21, 83)",ESPN
90273626,No,Male,60,United Kingdom,Oxfordshire,White and gold,Sunday,"(29, 59)",ESPN
90273638,No,Female,27,United States,Illinois,White and gold,Friday,"(31, 35)",Daily Dish
90273639,No,Male,43,Canada,British Columbia,Blue and black,Sunday,"(69, 23)",Science
90273643,No,I'd rather not say,39,United States,California,White and gold,Friday,"(69, 17)",Science
90273644,No,Male,42,United States,Nebraska,Unknown,Friday,Unknown,Unknown
90273648,No,Male,40,United States,New York,Blue and black,Sunday,"(73, 33)",Science
90273653,No,Male,38,United States,California,Blue and black,Friday,"(73, 19)",Science
90273656,No,Male,64,United States,Arizona,Unknown,Friday,"(75, 32)",Science
90273659,No,Male,59,United States,California,Blue and black,Sunday,"(75, 28)",Science
90273666,No,Male,35,United States,California,Unknown,Sunday,Unknown,Unknown
90273668,No,Female,44,United States,Virginia,White and gold,Friday,"(77, 7)",Science
90273672,No,Male,49,United States,California,White and gold,Friday,"(72, 25)",Science
90273678,No,Female,58,United States,Florida,Blue and black,Sunday,"(71, 24)",Science
90273680,No,Male,34,United States,Oregon,White and gold,Sunday,"(65, 21)",Science
90273683,Yes,Female,21,United States,Texas,Blue and black,Friday,"(82, 41)",Science
90273684,No,Male,38,United States,California,White and gold,Sunday,"(75, 32)",Science
90273687,Yes,Female,11,United States,USA ,White and gold,Friday,"(25, 26)",Daily Dish
90273688,No,Male,31,United States,Ohio,Unknown,Friday,Unknown,Unknown
90273689,No,Female,57,United Kingdom,Oxfordshire,White and gold,Friday,"(59, 4)",Science
90273693,No,Male,36,United States,New York,White and gold,Sunday,"(71, 17)",Science
90273695,No,Male,43,United States,Massachusetts,Blue and black,Friday,"(76, 13)",Science
90273696,No,Male,57,United States,nc,Blue and black,Sunday,"(63, 11)",Science
90273698,No,Female,25,United States,Minnesota,Blue and black,Friday,"(13, 20)",Daily Dish
90273699,No,Female,43,Unknown,Unknown,Blue and black,Sunday,"(74, 33)",Science
90273702,No,Female,27,Canada,British Columbia,White and gold,Friday,"(88, 29)",Science
90273703,No,I'd rather not say,43,Unknown,Unknown,Unknown,Friday,"(82, 27)",Science
90273704,No,Other,38,United States,Illinois,White and gold,Sunday,"(74, 40)",Science
90273717,No,Male,34,United States,Massachusetts,Blue and black,Friday,Unknown,Unknown
90273721,No,I'd rather not say,44,United States,Nevada,White and gold,Friday,"(67, 17)",Science
90273723,No,Male,44,United States,California,Blue and black,Sunday,"(24, 90)",ESPN
90273732,No,Male,35,United States,Alabama,Unknown,Friday,Unknown,Unknown
90273737,No,Male,47,United States,Washington,Unknown,Friday,Unknown,Unknown
90273744,Yes,Male,49,United States,Pennsylvania,Blue and black,Friday,Unknown,Unknown
90273755,No,Male,34,United States,philadelphia,White and gold,Friday,"(85, 28)",Science
90273762,No,Male,40,United States,Minnesota,Blue and black,Sunday,"(70, 8)",Science
90273766,Yes,I'd rather not say,33,United States,Kentucky,Blue and black,Friday,"(73, 37)",Science
90273767,No,Female,50,United States,Ohio,Blue and black,Friday,"(82, 24)",Science
90273772,No,Male,51,Netherlands,South Holland,White and gold,Friday,"(63, 33)",Science
90273789,No,Male,69,United States,Massachusetts,Blue and black,Sunday,"(75, 29)",Science
90273795,No,Female,44,Canada,Alberta,White and gold,Friday,"(91, 4)",Science
90273801,No,Male,69,United States,Washington,White and gold,Friday,"(60, 27)",Science
90273806,No,Male,23,United Kingdom,Derbyshire,White and gold,Friday,"(81, 13)",Science
90273828,No,Female,39,United States,Pennsylvania,White and gold,Friday,"(76, 23)",Science
90273832,No,Male,25,United States,pa,White and gold,Friday,"(64, 22)",Science
90273834,No,Female,47,United States,Washington,Blue and black,Sunday,"(64, 23)",Science
90273836,No,Male,68,United States,Massachusetts,Unknown,Friday,"(86, 24)",Science
90273839,No,Male,41,United States,Washington,Blue and black,Friday,"(68, 16)",Science
90273840,No,Female,54,United States,Ohio,Blue and black,Sunday,"(59, 19)",Science
90273844,Yes,Female,11,United States,Co,White and gold,Sunday,"(27, 32)",Daily Dish
90273846,No,Female,37,United States,California,White and gold,Sunday,"(58, 5)",Science
90273851,No,Female,20,United States,Pennsylvania,White and gold,Friday,"(78, 26)",Science
90273858,No,Female,20,United States,New York,White and gold,Friday,"(72, 24)",Science
90273866,No,Male,24,United States,vt,Blue and black,Sunday,"(50, 48)",Unknown
90273871,No,Female,27,United States,Virginia,White and gold,Sunday,"(77, 41)",Science
90273881,No,Male,34,Canada,Ontario,White and gold,Sunday,"(84, 28)",Science
90273901,No,Male,21,United States,California,Blue and black,Friday,"(71, 27)",Science
90273902,Yes,Male,48,United States,Utah,Blue and black,Sunday,"(83, 33)",Science
90273910,No,Male,46,United States,Florida,White and gold,Sunday,"(74, 23)",Science
90273915,Yes,Male,53,United States,California,White and gold,Sunday,"(24, 31)",Daily Dish
90273917,No,Female,52,United States,Michigan,Blue and black,Friday,"(75, 30)",Science
90273923,No,Male,39,Canada,Newfoundland,Blue and black,Friday,"(53, 51)",Yahoo
90273925,No,Male,20,United States,Missouri,Blue and black,Friday,"(79, 25)",Science
90273930,No,I'd rather not say,37,United States,Michigan,Blue and black,Sunday,"(75, 22)",Science
90273931,No,Male,44,United States,Virginia,White and gold,Friday,"(23, 30)",Daily Dish
90273933,No,Male,39,United States,Indiana,White and gold,Sunday,"(64, 32)",Science
90273934,Yes,Female,43,United States,Colorado,White and gold,Friday,"(64, 18)",Science
90273938,Yes,Female,10,Canada,Alberta,White and gold,Sunday,"(85, 21)",Science
90273942,No,Male,43,United States,Kentucky,White and gold,Friday,"(71, 29)",Science
90273945,Yes,Female,38,United States,Oregon,White and gold,Sunday,"(71, 30)",Science
90273953,No,Male,30,United States,Pennsylvania,Blue and black,Sunday,"(80, 30)",Science
90273954,Yes,Male,51,United States,Illinois,White and gold,Friday,"(30, 73)",ESPN
90273955,No,Male,39,United States,Illinois,Unknown,Friday,Unknown,Unknown
90273956,No,Male,45,United States,Oregon,White and gold,Sunday,"(76, 34)",Science
90273966,No,Male,55,United States,Wisconsin,White and gold,Friday,"(79, 20)",Science
90273971,No,Male,34,United States,Idaho ada,White and gold,Sunday,"(53, 3)",Science
90273972,No,Male,35,United States,Pennsylvania,Blue and black,Friday,"(84, 38)",Science
90273974,Yes,Female,38,United States,La,White and gold,Friday,"(81, 15)",Science
90273975,No,Male,47,United States,Massachusetts,White and gold,Sunday,"(73, 26)",Science
90273980,No,Male,63,United States,maine,Blue and black,Sunday,"(84, 37)",Science
90273984,No,Male,45,Canada,Alberta,White and gold,Sunday,"(32, 40)",Daily Dish
90273988,No,Other,50,Canada,Ontario,Blue and black,Friday,"(83, 34)",Science
90273990,No,Female,66,United States,Massachusetts,Blue and black,Sunday,"(78, 31)",Science
90273991,Yes,Female,10,Unknown,America,Blue and black,Friday,Unknown,Unknown
90273998,No,Female,59,United States,Florida,White and gold,Friday,"(80, 42)",Science
90274005,No,Female,39,United States,Hawaii,Blue and black,Friday,"(71, 23)",Science
90274009,No,Male,58,United States,Washington,White and gold,Friday,Unknown,Unknown
90274014,No,Female,41,United States,California,White and gold,Sunday,"(76, 19)",Science
90274015,Yes,Female,68,United States,California,White and gold,Friday,"(55, 4)",Science
90274028,No,Male,37,United States,California,Blue and black,Sunday,"(76, 35)",Science
90274033,No,Male,45,United States,Az,Blue and black,Friday,"(76, 53)",Yahoo
90274034,Yes,Female,36,United States,Minnesota,White and gold,Friday,"(76, 46)",Science
90274035,No,Female,71,United States,Arizona,Blue and black,Sunday,"(59, 5)",Science
90274037,No,Female,12,United States,Minnesota,Blue and black,Sunday,"(25, 23)",Daily Dish
90274041,Yes,Male,33,United States,VT,Blue and black,Friday,"(83, 22)",Science
90274048,No,Male,32,United States,New York,Blue and black,Friday,"(74, 34)",Science
90274056,No,I'd rather not say,90,Unknown,Sub Earth,White and gold,Friday,"(77, 29)",Science
90274062,Yes,Male,33,United States,North dakota,White and gold,Friday,"(80, 25)",Science
90274064,No,Male,24,United States,Texas,White and gold,Friday,"(65, 4)",Science
90274065,Yes,I'd rather not say,71,United States,California,White and gold,Friday,"(75, 59)",Yahoo
90274070,No,Female,52,United States,Virginia,White and gold,Sunday,"(75, 25)",Science
90274091,No,Male,58,United States,Ohio,Unknown,Friday,Unknown,Science
90274095,No,Male,46,United States,Nevada,Blue and black,Friday,"(84, 31)",Science
90274101,No,Female,34,United States,Pennsylvania,White and gold,Friday,"(75, 29)",Science
90274105,No,Male,42,United States,California,White and gold,Friday,Unknown,Unknown
90274108,No,Male,43,United States,Missouri,Blue and black,Friday,"(83, 20)",Science
90274119,No,Male,48,United States,California,White and gold,Friday,Unknown,Science
90274120,No,Female,27,United States,Oregon,Blue and black,Sunday,"(58, 20)",Science
90274122,Yes,Female,43,United States,Washington,White and gold,Friday,"(78, 31)",Science
90274125,Yes,Male,45,United Kingdom,Greater London,White and gold,Sunday,"(89, 38)",Science
90274128,No,Male,43,Canada,Ontario,White and gold,Sunday,"(65, 6)",Science
90274149,No,Female,60,United States,Ohio,Blue and black,Friday,"(73, 25)",Science
90274156,No,Male,54,United States,Texas,White and gold,Sunday,"(80, 28)",Science
90274161,No,Male,53,United States,New York,White and gold,Sunday,"(63, 32)",Science
90274162,No,Female,32,United States,Minnesota,White and gold,Friday,"(82, 27)",Science
90274173,No,Female,24,United States,Ohio,White and gold,Friday,"(36, 89)",ESPN
90274188,No,Male,31,Canada,British Columbia,Blue and black,Friday,"(27, 68)",ESPN
90274189,No,Male,39,United States,Washington,White and gold,Sunday,"(84, 12)",Science
90274195,Yes,Male,13,United States,Massachusetts,Blue and black,Sunday,"(77, 21)",Science
90274198,No,Female,51,United States,Ny,White and gold,Friday,"(21, 25)",Daily Dish
90274201,No,Male,60,United States,Washington,Unknown,Friday,"(57, 6)",Science
90274223,No,Male,41,United States,Maryland,White and gold,Sunday,"(67, 34)",Science
90274233,No,Male,33,United States,Massachusetts,Unknown,Friday,Unknown,Unknown
90274234,No,Male,48,United States,Virginia,Blue and black,Friday,"(80, 13)",Science
90274240,No,Female,32,United States,Pennsylvania,Blue and black,Friday,"(80, 24)",Science
90274241,No,Female,33,United States,Illinois,Unknown,Friday,"(67, 21)",Science
90274245,No,Male,46,United States,Minnesota,White and gold,Friday,"(74, 55)",Yahoo
90274247,No,I'd rather not say,37,United States,Ohio,Blue and black,Sunday,"(70, 15)",Science
90274248,No,Female,26,United States,Washington,White and gold,Sunday,"(73, 26)",Science
90274250,Yes,Male,49,United States,Iowa,White and gold,Sunday,"(87, 28)",Science
90274264,Yes,Male,40,United States,"WV, Kanawha County ",White and gold,Friday,"(75, 29)",Science
90274268,No,Male,46,United States,California,White and gold,Sunday,"(70, 22)",Science
90274272,No,Male,34,United States,Florida,Blue and black,Friday,"(74, 38)",Science
90274273,No,Male,36,United States,Virginia,White and gold,Sunday,"(79, 29)",Science
90274287,Yes,Male,39,United States,Illinois,Blue and black,Friday,"(66, 26)",Science
90274289,No,Female,40,United States,Pennsylvania,Blue and black,Sunday,"(83, 21)",Science
90274305,No,Male,50,United States,Florida,White and gold,Sunday,"(75, 30)",Science
90274323,No,Male,52,United States,Alabama,White and gold,Sunday,"(75, 4)",Science
90274330,No,Male,45,United States,California,White and gold,Sunday,"(78, 33)",Science
90274337,No,Other,43,Canada,British Columbia,Blue and black,Sunday,"(69, 23)",Science
90274342,No,Male,58,United States,California,White and gold,Friday,"(74, 60)",Yahoo
90274348,Yes,Female,42,United States,Illinois,White and gold,Sunday,"(80, 34)",Science
90274351,No,Male,54,United States,Oregon,Blue and black,Sunday,"(70, 10)",Science
90274353,No,Male,63,United States,Georgia,White and gold,Sunday,"(26, 40)",Daily Dish
90274354,Yes,Female,59,United States,California,Unknown,Friday,"(76, 6)",Science
90274363,No,Male,28,United States,Washington,Blue and black,Friday,"(85, 15)",Science
90274367,No,Male,52,United States,Alabama,Blue and black,Friday,"(74, 31)",Science
90274368,No,I'd rather not say,49,United States,California,Blue and black,Friday,"(75, 5)",Science
90274380,No,Male,34,United States,Washington,White and gold,Sunday,"(67, 22)",Science
90274386,No,Male,48,United States,Alaska,White and gold,Friday,"(76, 9)",Science
90274387,No,Male,39,United States,Oregon,Unknown,Friday,Unknown,Unknown
90274392,No,Male,56,United States,New Jersey,White and gold,Friday,"(82, 24)",Science
90274394,No,Female,33,United States,Massachusetts,Blue and black,Friday,"(84, 29)",Science
90274414,No,I'd rather not say,41,United States,Illinois,Blue and black,Friday,"(82, 5)",Science
90274420,No,Male,44,United States,Nebraska,White and gold,Friday,"(76, 29)",Science
90274421,No,Male,34,Canada,Alberta,White and gold,Friday,"(77, 21)",Science
90274423,Yes,Male,35,United States,Illinois,Blue and black,Friday,Unknown,Unknown
90274444,No,Female,48,United States,Florida,Blue and black,Friday,Unknown,Unknown
90274453,No,Male,52,United States,California,Blue and black,Sunday,"(69, 17)",Science
90274460,No,Male,38,United States,Indiana,White and gold,Sunday,"(70, 7)",Science
90274476,No,Female,50,United States,Illinois,White and gold,Friday,"(78, 3)",Science
90274480,No,Male,46,United States,Washington,White and gold,Sunday,"(79, 11)",Science
90274485,No,Male,40,Costa Rica,San Jose,White and gold,Friday,"(78, 18)",Science
90274486,No,Male,44,United States,Florida,Blue and black,Sunday,"(71, 81)",Yahoo
90274489,Yes,Male,50,United States,AZ,White and gold,Friday,"(66, 20)",Science
90274490,No,Male,48,Canada,Ontario,White and gold,Sunday,"(57, 6)",Science
90274508,No,Male,61,United States,Massachusetts,White and gold,Sunday,"(72, 20)",Science
90274512,No,Male,34,United States,Pennsylvania,White and gold,Friday,"(85, 20)",Science
90274525,No,Male,72,United States,Connecticut,Blue and black,Sunday,"(71, 29)",Science
90274528,No,Male,34,United States,Pennsylvania,White and gold,Friday,"(78, 12)",Science
90274531,No,Male,48,United States,California,White and gold,Friday,"(62, 32)",Science
90274536,No,Female,56,United States,Oregon,White and gold,Friday,"(81, 27)",Science
90274538,No,Other,45,United States,Maryland,Blue and black,Friday,"(72, 20)",Science
90274543,No,Female,56,United States,Arizona,Blue and black,Sunday,"(77, 24)",Science
90274558,No,Female,61,United States,New Jersey,Blue and black,Sunday,"(63, 6)",Science
90274559,No,Female,30,United States,Oregon,White and gold,Friday,"(76, 31)",Science
90274571,No,Female,38,Canada,Ontario,White and gold,Friday,Unknown,Unknown
90274573,No,Male,29,United States,Ohio,Blue and black,Sunday,"(77, 8)",Science
90274581,No,Female,54,United States,California,Blue and black,Friday,"(71, 12)",Science
90274593,No,Male,47,United States,Minnesota,Blue and black,Friday,"(57, 5)",Science
90274604,No,Other,40,United States,Maine,White and gold,Friday,"(87, 22)",Science
90274609,No,Male,39,United States,California,Blue and black,Friday,"(75, 31)",Science
90274638,No,Male,58,United States,Oregon,White and gold,Friday,"(75, 29)",Science
90274652,Yes,Male,43,United States,Washington,Blue and black,Sunday,"(74, 23)",Science
90274797,Yes,Male,45,Canada,Ontario,White and gold,Friday,"(77, 10)",Science
90274798,No,Male,43,Unknown,Unknown,White and gold,Sunday,"(35, 80)",ESPN
90274806,No,Male,33,United States,Minnesota,Blue and black,Sunday,"(45, 10)",Daily Dish
90274959,No,Male,31,United States,New York,Blue and black,Sunday,"(74, 30)",Science
90274960,No,Male,39,United States,Massachusetts,White and gold,Sunday,"(60, 29)",Science
90274964,No,Female,25,United States,Carolina,White and gold,Friday,"(76, 24)",Science
90274968,No,Male,33,United States,Colorado,Blue and black,Friday,"(69, 24)",Science
90274970,No,I'd rather not say,50,United States,Texas,Blue and black,Friday,Unknown,Unknown
90274994,No,I'd rather not say,99,United States,New York,White and gold,Friday,"(79, 20)",Science
90275012,No,Female,33,United States,New York,White and gold,Friday,"(84, 20)",Science
90275017,No,Female,44,United States,California,Blue and black,Friday,"(73, 4)",Science
90275051,No,Male,50,United States,Massachusetts,White and gold,Sunday,"(85, 29)",Science
90275052,No,Male,46,United States,RI,Blue and black,Sunday,"(30, 35)",Daily Dish
90275055,No,Male,48,United States,New York,White and gold,Sunday,Unknown,Unknown
90275062,No,Male,53,United States,Washington,White and gold,Sunday,"(81, 32)",Science
90275063,No,Male,35,Canada,newfoundland,Blue and black,Friday,"(77, 24)",Science
90275079,No,Male,48,United States,Texas,Blue and black,Sunday,"(75, 22)",Science
90275085,Yes,Male,44,United States,Virginia,White and gold,Friday,"(80, 30)",Science
90275090,No,Male,45,United States,RI,White and gold,Friday,"(68, 26)",Science
90275099,No,Male,43,United States,Florida,Blue and black,Friday,"(29, 61)",ESPN
90275103,No,Female,47,United Kingdom,Unknown,White and gold,Sunday,"(85, 20)",Science
90275104,No,Female,29,United States,Utah,Blue and black,Friday,"(74, 30)",Science
90275110,No,Male,36,Canada,AB,White and gold,Friday,Unknown,Unknown
90275117,No,Male,63,United States,Wisconsin,Blue and black,Sunday,"(74, 36)",Science
90275125,No,Female,50,United States,mississippi,Blue and black,Friday,"(83, 37)",Science
90275127,No,Female,51,United States,New York,White and gold,Friday,"(22, 54)",ESPN
90275133,No,Male,44,United States,Minnesota,White and gold,Friday,"(76, 34)",Science
90275137,No,Male,55,United States,Oklahoma ,Blue and black,Sunday,"(67, 24)",Science
90275140,No,Female,66,United States,Texas,White and gold,Sunday,"(87, 20)",Science
90275143,No,Male,43,Unknown,Unknown,White and gold,Friday,"(63, 33)",Science
90275145,No,Male,39,United States,Virginia,White and gold,Sunday,Unknown,Unknown
90275150,No,Male,36,United States,Washington,White and gold,Friday,"(81, 9)",Science
90275161,No,Female,52,United States,Virginia,White and gold,Sunday,"(81, 26)",Science
90275162,No,Female,22,United States,California,Blue and black,Friday,"(82, 32)",Science
90275172,No,Female,48,United States,Ohio,White and gold,Friday,"(21, 4)",Daily Dish
90275176,No,Male,31,United Kingdom,Manchester,White and gold,Friday,"(76, 21)",Science
90275177,No,Female,62,United States,California,Unknown,Friday,Unknown,Unknown
90275178,No,I'd rather not say,12,Canada,cascadia,White and gold,Friday,Unknown,Unknown
90275191,No,Female,66,United States,in,Blue and black,Friday,"(55, 5)",Science
90275199,Yes,Male,63,United States,rhode island,White and gold,Sunday,"(59, 6)",Science
90275201,Yes,I'd rather not say,60,United States,New York,White and gold,Friday,"(73, 26)",Science
90275204,No,Male,36,Canada,British Columbia,White and gold,Sunday,"(81, 21)",Science
90275208,No,Female,55,United States,Ohio,White and gold,Friday,"(79, 25)",Science
90275211,No,Male,32,United States,Illinois,Blue and black,Sunday,"(64, 45)",Science
90275215,No,Male,51,United States,Pa,White and gold,Friday,"(79, 27)",Science
90275223,No,Female,30,United States,New Jersey,Blue and black,Friday,Unknown,Unknown
90275224,No,Male,44,United States,New Mexico,White and gold,Sunday,"(89, 26)",Science
90275225,No,Female,38,United States,FL ,White and gold,Sunday,"(80, 21)",Science
90275234,No,Male,45,United States,California,White and gold,Friday,"(40, 54)",ESPN
90275247,No,Male,66,United States,New York,Unknown,Sunday,"(88, 43)",Science
90275253,No,Female,31,United States,Georgia,White and gold,Friday,Unknown,Unknown
90275255,No,Female,27,United States,CT,Blue and black,Sunday,"(70, 27)",Science
90275256,No,Male,60,United States,California,White and gold,Friday,"(75, 13)",Science
90275272,No,Male,69,Canada,Ontario,Blue and black,Sunday,"(62, 7)",Science
90275281,No,Male,55,United States,Florida,White and gold,Sunday,"(73, 38)",Science
90275285,No,Male,47,Canada,Ontario,White and gold,Sunday,"(76, 33)",Science
90275288,Yes,Other,43,Unknown,oblivion if things keep going this way,White and gold,Friday,"(62, 6)",Science
90275289,Yes,Female,35,United States,Montana,Blue and black,Friday,"(91, 13)",Science
90275291,No,Female,50,United States,Washington,Blue and black,Friday,"(19, 22)",Daily Dish
90275295,No,Male,42,United States,California,White and gold,Friday,"(17, 83)",ESPN
90275302,No,Female,57,United States,Pennsylvania,Blue and black,Friday,"(81, 23)",Science
90275319,No,Male,47,United States,Florida,Blue and black,Sunday,"(60, 3)",Science
90275325,Yes,Female,71,United States,Ohio,White and gold,Sunday,"(56, 6)",Science
90275326,Yes,Male,44,United States,connecticut,Blue and black,Friday,"(79, 6)",Science
90275330,No,Male,43,United States,Georgia,White and gold,Sunday,"(67, 20)",Science
90275333,No,Female,57,United States,California,Blue and black,Sunday,"(68, 29)",Science
90275335,No,Male,35,United States,Ohio,Blue and black,Sunday,"(81, 31)",Science
90275339,No,Male,30,United States,Virginia,Blue and black,Sunday,"(57, 58)",Yahoo
90275348,No,Male,47,Canada,British Columbia,White and gold,Friday,"(75, 37)",Science
90275351,No,Female,41,United States,Oregon,White and gold,Friday,"(83, 14)",Science
90275354,No,Male,49,United States,Maine,White and gold,Friday,"(82, 24)",Science
90275367,No,Female,44,Greece,Unknown,Blue and black,Sunday,"(66, 26)",Science
90275376,Yes,Male,48,United States,Oregon,Blue and black,Friday,"(87, 24)",Science
90275391,No,Male,32,Canada,Ontario,White and gold,Friday,"(77, 29)",Science
90275403,Yes,Male,39,United States,Virginia,White and gold,Friday,"(21, 75)",ESPN
90275405,No,Female,37,Canada,British Columbia,White and gold,Friday,"(78, 33)",Science
90275407,No,I'd rather not say,40,United States,"Nunya, Bizness, USA",White and gold,Friday,"(73, 22)",Science
90275412,No,Male,40,United States,Louisiana,White and gold,Friday,"(34, 76)",ESPN
90275418,No,Male,37,United States,California,Unknown,Friday,Unknown,Unknown
90275420,No,Female,27,United States,Georgia,White and gold,Sunday,"(68, 5)",Science
90275424,No,Female,37,United States,Ohio,Blue and black,Friday,"(19, 24)",Daily Dish
90275436,No,Female,48,Canada,Ontario,Blue and black,Friday,"(83, 19)",Science
90275438,Yes,Male,42,United States,Pennsylvania,White and gold,Friday,"(82, 15)",Science
90275444,No,Male,55,United States,California,White and gold,Friday,"(73, 5)",Science
90275451,No,Female,42,United States,California,Blue and black,Sunday,"(80, 14)",Science
90275459,No,Other,33,United States,Washington,White and gold,Friday,"(75, 31)",Science
90275475,Yes,Female,33,Canada,Ontario,White and gold,Sunday,"(81, 31)",Science
90275491,No,Male,50,United States,Georgia,White and gold,Friday,"(83, 31)",Science
90275503,No,Female,52,United States,California,White and gold,Friday,"(61, 4)",Science
90275504,No,Female,55,United States,California,White and gold,Friday,"(86, 4)",Science
90275514,Yes,Female,35,United States,New York,White and gold,Sunday,"(22, 26)",Daily Dish
90275515,No,Female,38,Canada,Alberta,White and gold,Sunday,"(78, 14)",Science
90275529,No,Male,50,United States,Washington,Blue and black,Sunday,"(79, 34)",Science
90275542,No,Female,50,United States,Ohio,White and gold,Friday,"(76, 23)",Science
90275548,No,Male,56,United States,Oklahoma ,White and gold,Friday,"(71, 25)",Science
90275553,No,Female,33,United States,Minnesota,White and gold,Friday,Unknown,Unknown
90275555,No,Male,42,United States,Texas,White and gold,Sunday,"(61, 11)",Science
90275557,No,Female,25,Canada,Ontario,White and gold,Friday,"(55, 31)",Science
90275565,No,Male,58,United States,Indiana,White and gold,Sunday,"(61, 31)",Science
90275572,No,Male,33,United States,Wisconsin,White and gold,Sunday,"(78, 29)",Science
90275580,No,Female,47,Canada,Ontario,White and gold,Friday,"(56, 5)",Science
90275588,No,Male,31,United States,Colorado,Blue and black,Friday,"(82, 21)",Science
90275602,No,Male,43,United States,California,White and gold,Friday,"(73, 28)",Science
