Internal ID,going out,gender,age,country,area,dress,day,"Click Coordinates (x, y)",Media
90275604,No,Male,50,United States,Florida,Blue and black,Sunday,"(78, 37)",Science
90275616,No,Male,52,United States,California,White and gold,Sunday,"(86, 80)",Yahoo
90275633,No,Male,43,United States,Iowa,White and gold,Friday,"(77, 26)",Science
90275642,No,Male,39,United States,California,Blue and black,Friday,"(75, 25)",Science
90275651,No,Female,45,United States,Carolina,White and gold,Sunday,"(76, 22)",Science
90275655,No,Female,51,United States,"phoenix, maricopa county, arizona",White and gold,Sunday,"(76, 29)",Science
90275656,No,Female,52,United States,Hawaii,White and gold,Friday,"(69, 5)",Science
90275672,Yes,Male,43,United States,Merlin,White and gold,Sunday,"(71, 32)",Science
90275696,No,Male,50,Canada,NS,White and gold,Friday,"(73, 38)",Science
90275706,No,Male,59,United States,Washington,White and gold,Friday,"(77, 28)",Science
90275713,Yes,Female,12,United States,California,White and gold,Friday,"(65, 21)",Science
90275726,No,Male,51,United States,Minnesota,White and gold,Sunday,"(70, 24)",Science
90275727,Yes,Male,37,Canada,Ontario,White and gold,Friday,"(70, 69)",Yahoo
90275753,No,I'd rather not say,35,Canada,QC,Blue and black,Friday,"(80, 44)",Science
90275757,Yes,I'd rather not say,33,United States,Pennsylvania,White and gold,Friday,"(75, 26)",Science
90275759,No,Female,30,United States,Missouri,White and gold,Friday,"(72, 25)",Science
90275760,Yes,Male,61,United States,California,White and gold,Friday,"(68, 32)",Science
90275763,No,I'd rather not say,34,United States,Pittsburgh pa,Blue and black,Friday,Unknown,Unknown
90275765,No,Female,30,United States,Maine,Blue and black,Friday,"(75, 32)",Science
90275774,No,Male,31,United States,Michigan,Blue and black,Friday,"(69, 19)",Science
90275789,No,I'd rather not say,88,United States,Maryland,White and gold,Friday,"(75, 26)",Science
90275794,No,Male,54,United States,Oregon,Blue and black,Sunday,"(63, 32)",Science
90275796,No,Male,46,United States,Indiana,Blue and black,Friday,"(76, 24)",Science
90275799,No,Male,39,United States,California,Blue and black,Friday,"(71, 37)",Science
90275805,No,Female,45,United States,California,White and gold,Friday,"(72, 20)",Science
90275823,No,Male,39,United States,Ohio,Blue and black,Friday,"(59, 16)",Science
90275832,No,Male,50,United States,Georgia,Blue and black,Friday,"(79, 26)",Science
90275845,No,Female,22,United States,Washington,Blue and black,Friday,"(30, 33)",Daily Dish
90275854,No,Male,37,United States,Massachusetts,White and gold,Friday,"(27, 5)",Daily Dish
90275865,Yes,Female,57,United States,Virginia,White and gold,Friday,"(28, 59)",ESPN
90275868,No,Female,59,United States,Massachusetts,Unknown,Friday,Unknown,Unknown
90275869,No,Male,37,United States,Iowa,Blue and black,Friday,"(60, 5)",Science
90275873,No,Female,58,United States,DC,White and gold,Sunday,"(68, 16)",Science
90275880,No,Male,51,United States,Illinois,Blue and black,Friday,"(75, 26)",Science
90275885,No,I'd rather not say,56,United States,Indiana,White and gold,Friday,"(77, 37)",Science
90275893,No,Male,55,United States,New Jersey,White and gold,Sunday,"(68, 17)",Science
90275896,No,Male,25,United States,Missouri,White and gold,Friday,"(83, 20)",Science
90275898,No,Male,21,United Kingdom,Derbyshire,Blue and black,Friday,"(82, 11)",Science
90275901,No,Male,28,United States,Missouri,White and gold,Friday,"(76, 24)",Science
90275903,No,Male,44,United States,California,White and gold,Friday,"(87, 12)",Science
90275904,No,Female,41,United States,Illinois,White and gold,Friday,"(80, 24)",Science
90275910,No,Female,52,United States,Virginia,White and gold,Sunday,"(65, 5)",Science
90275911,No,Male,62,United States,"Whatcom County, WA",White and gold,Sunday,"(75, 26)",Science
90275912,No,Male,53,United States,IN,White and gold,Friday,"(80, 23)",Science
90275915,No,I'd rather not say,43,United States,Unknown,White and gold,Friday,"(28, 56)",ESPN
90275929,No,Female,40,United States,California,White and gold,Friday,Unknown,Unknown
90275933,Yes,Male,41,United States,Illinois,White and gold,Friday,"(76, 27)",Science
90275935,No,Male,35,Canada,Alberta,White and gold,Sunday,"(71, 14)",Science
90275943,No,Male,71,United States,Mt,Blue and black,Sunday,"(79, 33)",Science
90275950,No,Male,60,United States,NH,Blue and black,Friday,"(72, 75)",Yahoo
90275962,No,I'd rather not say,43,United States,Washington,White and gold,Friday,"(73, 33)",Science
90275978,No,Male,52,United States,AZ,White and gold,Friday,"(70, 33)",Science
90275982,No,Male,39,United States,Michigan,White and gold,Sunday,Unknown,Unknown
90275983,No,Male,50,United States,Ma,White and gold,Sunday,"(74, 29)",Science
90275984,No,Male,32,United States,Colorado,Blue and black,Friday,"(82, 20)",Science
90275986,No,Female,60,United States,Massachusetts,White and gold,Sunday,"(71, 31)",Science
90276002,No,Male,50,United States,New York,Blue and black,Friday,"(68, 60)",Yahoo
90276005,No,Male,53,United States,KS,White and gold,Friday,"(63, 42)",Science
90276006,No,Male,37,United States,Washington,White and gold,Friday,"(54, 30)",Science
90276013,No,Male,35,United States,Washington,Blue and black,Sunday,"(67, 20)",Science
90276023,No,Male,44,United States,Michigan,White and gold,Friday,"(67, 11)",Science
90276027,Yes,Female,32,United States,Wisconsin,White and gold,Friday,"(82, 11)",Science
90276042,Yes,Male,30,Canada,British Columbia,White and gold,Friday,"(73, 23)",Science
90276043,No,Male,74,United States,Michigan,Blue and black,Sunday,"(66, 6)",Science
90276047,No,Female,46,United States,Washington,Unknown,Friday,Unknown,Unknown
90276048,No,Female,43,United States,Unknown,Unknown,Friday,"(67, 21)",Science
90276053,No,Male,46,United States,Oklahoma,Blue and black,Friday,Unknown,Unknown
90276063,No,Female,19,France,Marne,White and gold,Friday,"(82, 32)",Science
90276066,No,Male,50,United States,Oregon,White and gold,Friday,"(77, 23)",Science
90276071,No,Male,60,Netherlands,Noord-Holland,White and gold,Friday,Unknown,Unknown
90276090,Yes,Female,30,United States,"Tennessee, Knox County",Blue and black,Sunday,"(62, 21)",Science
90276093,No,Female,45,United States,"Henrico, VA",White and gold,Sunday,"(78, 30)",Science
90276094,No,Female,18,United States,Missouri,Blue and black,Friday,Unknown,Unknown
90276104,Yes,Female,53,United States,Texas,Blue and black,Sunday,"(79, 22)",Science
90276106,No,Male,56,United States,Washington,Blue and black,Friday,"(75, 30)",Science
90276108,Yes,Male,35,United States,Washington,White and gold,Friday,"(73, 28)",Science
90276110,No,Male,64,United States,Unknown,White and gold,Sunday,Unknown,Unknown
90276115,No,Male,46,United States,New York,Blue and black,Friday,"(72, 18)",Science
90276119,No,Male,30,United States,Oregon,White and gold,Friday,"(81, 15)",Science
90276128,No,Male,43,United States,Maryland,White and gold,Sunday,"(72, 26)",Science
90276131,No,Female,38,United States,Washington,White and gold,Sunday,"(72, 42)",Science
90276135,No,Female,53,Canada,British Columbia,Unknown,Friday,Unknown,Unknown
90276146,No,Male,36,United States,nyc,White and gold,Sunday,Unknown,Unknown
90276149,No,Female,53,United States,AZ,White and gold,Friday,"(78, 31)",Science
90276156,No,Female,56,United States,Washington,White and gold,Friday,"(60, 4)",Science
90276161,No,Male,52,United States,Oregon,White and gold,Friday,"(66, 11)",Science
90276165,No,Male,49,Canada,Ontario,White and gold,Friday,"(16, 74)",ESPN
90276169,No,Female,35,United States,Montana,White and gold,Sunday,"(77, 30)",Science
90276175,No,Female,44,United States,Oklahoma,Unknown,Friday,Unknown,Unknown
90276184,No,Female,61,United States,Illinois,White and gold,Sunday,"(75, 25)",Science
90276192,No,Male,32,United States,Az,Blue and black,Friday,"(68, 23)",Science
90276200,No,Male,38,United States,Texas,Blue and black,Friday,"(81, 31)",Science
90276202,No,Male,31,United States,Brooklyn,Blue and black,Sunday,"(72, 30)",Science
90276206,No,Male,58,United States,Texas,White and gold,Friday,"(74, 21)",Science
90276209,No,Male,43,United States,California,White and gold,Friday,Unknown,Unknown
90276216,No,Female,38,United States,Minnesota,White and gold,Sunday,"(76, 22)",Science
90276221,No,Female,32,United States,Illinois,White and gold,Friday,"(65, 4)",Science
90276225,No,Male,64,Canada,Ontario,White and gold,Friday,"(25, 78)",ESPN
90276235,Yes,Female,36,United States,California,White and gold,Friday,"(72, 9)",Science
90276236,Yes,Male,13,United States,California,White and gold,Friday,"(47, 31)",Daily Dish
90276242,No,Other,33,United States,Maryland,White and gold,Friday,"(71, 16)",Science
90276243,Yes,Female,63,United States,Carolina,Blue and black,Sunday,"(72, 7)",Science
90276246,No,Female,38,United States,Pennsylvania,White and gold,Sunday,"(74, 23)",Science
90276252,No,Male,32,United States,Ohio,White and gold,Sunday,"(61, 5)",Science
90276260,No,Female,33,Canada,Ontario,Blue and black,Friday,Unknown,Unknown
90276278,No,Female,36,United States,maine,Blue and black,Friday,"(73, 43)",Science
90276284,Yes,Other,10,United States,Indiana,Blue and black,Friday,"(79, 7)",Science
90276285,No,Female,37,United Kingdom,Greater London,White and gold,Sunday,"(66, 18)",Science
90276286,No,Male,30,United States,New York,White and gold,Friday,"(75, 38)",Science
90276305,No,Male,34,United States,California,Blue and black,Sunday,"(79, 34)",Science
90276307,No,Female,37,United States,Connecticut,Blue and black,Friday,"(66, 5)",Science
90276309,No,Male,43,United States,California,White and gold,Friday,"(72, 27)",Science
90276317,No,Female,35,Canada,Ontario,White and gold,Sunday,Unknown,Science
90276318,No,Female,53,United States,Ky,White and gold,Friday,"(72, 27)",Science
90276329,No,Female,41,United States,Michigan,White and gold,Sunday,"(82, 24)",Science
90276335,No,Female,47,United States,New Orleans la ,Blue and black,Friday,"(79, 27)",Science
90276343,No,Male,45,United States,California,White and gold,Friday,"(22, 52)",ESPN
90276351,Yes,Male,43,Unknown,Unknown,White and gold,Friday,Unknown,Unknown
90276357,No,Female,53,United States,Ohio,White and gold,Friday,"(75, 4)",Science
90276368,No,Male,63,United States,Illinois,White and gold,Sunday,"(78, 12)",Science
90276387,No,Male,54,United States,Washington,White and gold,Sunday,"(75, 74)",Yahoo
90276388,No,Female,59,United States,Colorado,Blue and black,Sunday,"(84, 5)",Science
90276391,No,I'd rather not say,44,United States,California,Blue and black,Friday,"(57, 5)",Science
90276399,No,Female,45,United States,Nh,White and gold,Friday,"(73, 27)",Science
90276410,No,Male,51,United States,California,White and gold,Friday,Unknown,Unknown
90276431,No,I'd rather not say,25,United States,California,Unknown,Friday,Unknown,Unknown
90276440,No,Male,36,United States,California,White and gold,Sunday,"(85, 26)",Science
90276441,No,Male,50,United States,Washington,White and gold,Friday,"(77, 24)",Science
90276447,Yes,Male,12,United States,NH,White and gold,Sunday,"(25, 73)",ESPN
90276452,Yes,Other,40,United States,Massachusetts,White and gold,Sunday,"(80, 24)",Science
90276456,No,Male,52,United States,Arizona,Blue and black,Friday,"(35, 71)",ESPN
90276458,No,Female,53,United States,Oklahoma,Blue and black,Friday,"(73, 33)",Science
90276462,No,Female,43,United States,Oregon,Blue and black,Friday,"(74, 41)",Science
90276463,No,Female,65,United States,California,White and gold,Sunday,"(54, 4)",Science
90276469,No,I'd rather not say,43,Unknown,A,Blue and black,Friday,"(71, 20)",Science
90276470,No,Male,64,United States,ri,White and gold,Friday,"(68, 27)",Science
90276474,No,Male,44,United States,Co,Unknown,Friday,Unknown,Unknown
90276477,Yes,Female,30,United States,Carolina,Blue and black,Friday,"(70, 26)",Science
90276483,No,Male,51,United States,"Kalamazoo County, MI",White and gold,Friday,"(81, 23)",Science
90276487,No,Male,44,United States,Oregon,White and gold,Friday,"(84, 34)",Science
90276491,No,Male,44,United States,Wi,White and gold,Friday,"(84, 70)",Yahoo
90276494,No,Female,58,United States,RI,White and gold,Sunday,"(77, 27)",Science
90276501,No,Female,38,United States,Minnesota,White and gold,Friday,"(73, 31)",Science
90276508,Yes,Male,42,United States,California,White and gold,Friday,"(82, 34)",Science
90276511,No,Male,52,United States,AZ,White and gold,Friday,"(75, 30)",Science
90276514,No,Male,42,Canada,Ontario,Blue and black,Sunday,"(66, 21)",Science
90276515,No,Male,55,United States,Illinois,White and gold,Friday,"(73, 6)",Science
90276516,No,Female,35,United States,California,Blue and black,Sunday,Unknown,Unknown
90276518,No,Male,36,United States,California,Blue and black,Friday,"(83, 29)",Science
90276525,No,Female,53,United States,wv,Blue and black,Sunday,"(59, 2)",Science
90276526,No,Female,55,United States,Pennsylvania,White and gold,Friday,"(77, 31)",Science
90276528,No,Male,57,United States,Pennsylvania,Blue and black,Sunday,"(29, 54)",ESPN
90276530,No,Male,43,Unknown,Unknown,Blue and black,Sunday,"(77, 20)",Science
90276547,No,I'd rather not say,30,United States,Ny,White and gold,Sunday,"(79, 34)",Science
90276548,No,Female,27,United States,"ulster county, NY",Blue and black,Friday,"(57, 4)",Science
90276552,No,Male,31,United States,Pennsylvania,White and gold,Friday,"(80, 31)",Science
90276563,No,Male,32,United States,"NJ, Gloucester",White and gold,Friday,"(82, 36)",Science
90276566,No,Male,54,United States,Georgia,Unknown,Friday,Unknown,Unknown
90276577,Yes,Male,45,United States,Mi,Blue and black,Friday,"(78, 33)",Science
90276583,No,Male,15,United States,Illinois,Blue and black,Friday,"(78, 21)",Science
90276584,No,Female,38,Canada,Ontario,Blue and black,Friday,"(59, 15)",Science
90276596,No,Female,32,United States,California,Blue and black,Sunday,"(67, 5)",Science
90276597,No,Female,47,United States,Minnesota,White and gold,Sunday,"(59, 26)",Science
90276600,No,Female,41,United States,Texas,White and gold,Friday,"(83, 17)",Science
90276608,No,Male,50,Canada,NS,White and gold,Sunday,"(86, 37)",Science
90276630,Yes,Female,11,United States,Oregon,Blue and black,Friday,"(19, 33)",Daily Dish
90276636,Yes,Female,28,United States,Illinois,White and gold,Friday,"(61, 36)",Science
90276641,No,Male,34,United States,Illinois,White and gold,Friday,"(61, 42)",Science
90276642,Yes,Male,44,United States,Wisconsin,Blue and black,Friday,"(77, 9)",Science
90276644,No,Male,48,United States,Pennsylvania,Blue and black,Sunday,"(78, 37)",Science
90276670,No,Female,35,United States,Ohio,White and gold,Friday,"(81, 27)",Science
90276671,No,Female,56,United States,tn,Unknown,Friday,"(78, 37)",Science
90276673,No,Female,31,United States,Oregon,Blue and black,Sunday,"(80, 31)",Science
90276680,No,Male,52,United States,MS,White and gold,Friday,"(81, 28)",Science
90276682,No,Female,50,United States,Maine,White and gold,Sunday,Unknown,Unknown
90276686,No,Female,12,United States,Pennsylvania,White and gold,Sunday,"(74, 46)",Science
90276688,No,Male,55,United States,Washington,White and gold,Friday,"(63, 6)",Science
90276694,No,Female,40,United States,Oregon,White and gold,Sunday,"(85, 27)",Science
90276699,No,Other,37,United States,Oregon,Unknown,Friday,Unknown,Unknown
90276700,No,Male,56,United States,Georgia,Blue and black,Sunday,"(77, 20)",Science
90276701,No,Male,34,United States,Unknown,White and gold,Friday,"(78, 24)",Science
90276704,No,Female,43,United States,New Mexico,White and gold,Sunday,"(68, 27)",Science
90276709,Yes,Male,43,United States,Oregon,Blue and black,Friday,"(37, 17)",Daily Dish
90276711,No,Male,42,United States,Pennsylvania,White and gold,Sunday,"(82, 20)",Science
90276715,No,Female,34,United States,Iowa,White and gold,Friday,Unknown,Unknown
90276722,Yes,Male,53,Canada,British Columbia,White and gold,Sunday,"(77, 32)",Science
90276737,No,Male,50,United States,Texas,White and gold,Sunday,"(72, 25)",Science
90276744,No,Male,44,United States,Texas,White and gold,Friday,"(31, 76)",ESPN
90276759,No,Male,66,United States,California,Unknown,Friday,Unknown,Unknown
90276766,No,I'd rather not say,12,United States,Queens,Blue and black,Friday,Unknown,Unknown
90276767,No,Female,42,United States,Vermont,Blue and black,Friday,"(63, 27)",Science
90276773,No,Male,53,United States,Louisiana,Blue and black,Sunday,"(78, 28)",Science
90276786,No,Male,43,United States,Illinois,Blue and black,Friday,"(86, 34)",Science
90276791,No,Female,55,Ireland,Kildare,White and gold,Sunday,"(24, 27)",Daily Dish
90276796,No,Female,18,United States,Vermont ,Blue and black,Friday,"(88, 35)",Science
90276799,No,Male,55,United States,ND,White and gold,Friday,"(78, 24)",Science
90276800,No,Female,34,United States,Ohio,White and gold,Sunday,"(76, 22)",Science
90276802,No,Male,40,United States,Unknown,White and gold,Friday,"(74, 25)",Science
90276803,No,Female,49,United States,tennessee,White and gold,Friday,"(80, 28)",Science
90276804,No,Male,56,United States,Pennsylvania,White and gold,Friday,"(81, 29)",Science
90276805,No,Female,40,United States,Oregon,White and gold,Friday,"(81, 29)",Science
90276817,No,Female,36,United States,Maryland,White and gold,Friday,"(86, 36)",Science
90276823,No,Female,35,United States,Utah,Blue and black,Friday,"(17, 68)",ESPN
90276832,No,Male,40,United States,Texas,Blue and black,Sunday,"(80, 38)",Science
90276841,Yes,Male,49,United States,Minnesota,White and gold,Friday,"(57, 5)",Science
90276842,No,Male,38,Kenya,Unknown,Unknown,Sunday,"(83, 20)",Science
90276847,Yes,Female,46,United States,Washington,White and gold,Sunday,Unknown,Unknown
90276850,No,Female,53,United States,Texas,White and gold,Friday,"(74, 33)",Science
90276852,No,Female,44,United States,Oregon,White and gold,Friday,"(72, 5)",Science
90276854,No,I'd rather not say,60,United States,California,White and gold,Friday,"(77, 20)",Science
90276857,No,Female,62,United States,Minnesota,Unknown,Friday,Unknown,Unknown
90276862,Yes,Male,42,United States,Virginia,White and gold,Sunday,"(72, 22)",Science
90276867,No,Male,40,United States,Pennsylvania,White and gold,Sunday,"(71, 20)",Science
90276868,No,Male,46,United States,Michigan,White and gold,Sunday,"(80, 12)",Science
90276869,No,Female,51,United States,Washington,White and gold,Sunday,"(62, 5)",Science
90276870,No,Female,42,United States,New York,White and gold,Friday,"(28, 72)",ESPN
90276872,No,Male,75,United States,Cook,Blue and black,Friday,"(68, 23)",Science
90276873,No,Male,43,United States,California,White and gold,Friday,"(60, 32)",Science
90276894,No,Male,52,United States,Michigan,Blue and black,Friday,"(69, 31)",Science
90276909,No,Female,47,Canada,Ontario,White and gold,Sunday,"(74, 29)",Science
90276920,No,Female,37,United States,Pennsylvania,Blue and black,Sunday,"(82, 31)",Science
90276921,Yes,Female,53,Australia,Victoria,Blue and black,Sunday,"(69, 7)",Science
90276932,No,Male,59,United States,Virginia,White and gold,Sunday,"(78, 22)",Science
90276934,No,Male,37,United States,Colorado,White and gold,Friday,"(64, 40)",Science
90276939,No,Male,61,United States,Texas,White and gold,Friday,"(76, 14)",Science
90276941,No,Female,54,United States,Washington,White and gold,Sunday,"(59, 6)",Science
90276945,No,Male,50,United States,California,White and gold,Sunday,Unknown,Unknown
90276954,No,Female,44,Canada,Ontario,Unknown,Friday,"(56, 5)",Science
90276958,Yes,Male,34,United States,Massachusetts,White and gold,Sunday,"(23, 74)",ESPN
90276966,No,Male,56,United States,California,Blue and black,Sunday,"(67, 4)",Science
90276969,No,Female,45,Canada,nova scotia,White and gold,Friday,"(81, 25)",Science
90276985,No,Female,28,United States,Arizona,Unknown,Friday,Unknown,Unknown
90276996,No,Male,52,United States,Tehama,White and gold,Sunday,"(75, 5)",Science
90276998,Yes,Male,40,United States,Texas,White and gold,Friday,"(81, 32)",Science
90276999,No,Female,37,United States,Pennsylvania,Unknown,Friday,Unknown,Unknown
90277011,Yes,Female,29,United States,Illinois,White and gold,Friday,"(69, 27)",Science
90277014,No,Female,45,United States,Ohio,Blue and black,Friday,"(86, 19)",Science
90277016,No,Female,45,United States,MS,White and gold,Friday,"(71, 31)",Science
90277018,No,Female,53,United States,Texas,Blue and black,Friday,"(74, 27)",Science
90277019,No,Male,51,United States,Minnesota,Blue and black,Sunday,Unknown,Unknown
90277021,No,Female,50,United States,Florida,Blue and black,Friday,"(71, 25)",Science
90277024,No,Male,34,United States,New York,White and gold,Friday,Unknown,Unknown
90277026,No,Male,34,United States,Oregon,White and gold,Friday,"(67, 34)",Science
90277030,No,Female,27,United States,California,Blue and black,Sunday,"(72, 25)",Science
90277032,No,Female,62,United States,California,Blue and black,Sunday,"(58, 9)",Science
90277035,No,Male,45,United States,New York,White and gold,Sunday,"(76, 34)",Science
90277036,No,Male,35,United States,Oregon,Blue and black,Friday,"(84, 21)",Science
90277037,No,Male,35,United States,California,White and gold,Friday,"(77, 26)",Science
90277045,No,Male,48,United States,California,Blue and black,Friday,"(69, 36)",Science
90277055,No,Male,32,United States,Florida,Blue and black,Friday,"(74, 31)",Science
90277065,Yes,Male,40,United States,Arizona,White and gold,Friday,"(82, 78)",Yahoo
90277066,No,Male,55,United States,suffolk county ny,White and gold,Sunday,"(68, 4)",Science
90277069,No,I'd rather not say,50,United States,Oklahoma,Blue and black,Friday,"(26, 74)",ESPN
90277070,No,Male,51,United States,California,Blue and black,Friday,"(65, 33)",Science
90277077,No,Female,43,United States,SC,White and gold,Friday,"(76, 21)",Science
90277085,No,Male,49,United States,Washington,White and gold,Friday,"(21, 24)",Daily Dish
90277088,No,Male,39,United States,louisiana,White and gold,Sunday,"(38, 66)",ESPN
90277094,No,Male,36,Canada,Alberta,Blue and black,Friday,"(88, 32)",Science
90277099,No,Male,54,United States,pa,White and gold,Friday,"(83, 23)",Science
90277104,No,Male,54,United States,Md,Blue and black,Friday,"(28, 66)",ESPN
90277106,No,Male,32,United States,Missouri,White and gold,Friday,"(70, 37)",Science
90277111,No,Male,42,United States,Colorado,Blue and black,Friday,"(59, 75)",Yahoo
90277113,No,Female,50,United States,Wisconsin,White and gold,Friday,"(74, 27)",Science
90277115,No,Female,63,United States,Missouri,White and gold,Sunday,"(60, 6)",Science
90277123,No,Male,42,United States,Oregon,Blue and black,Friday,"(57, 5)",Science
90277127,Yes,Male,40,United States,Ohio,Blue and black,Sunday,"(77, 27)",Science
90277135,No,Male,53,United States,IA,White and gold,Sunday,"(71, 35)",Science
90277137,Yes,Male,43,Canada,British Columbia,White and gold,Sunday,Unknown,Unknown
90277138,No,Male,33,United States,New York,Blue and black,Friday,"(66, 9)",Science
90277140,No,Male,41,United States,Ohio,Blue and black,Friday,"(80, 34)",Science
90277156,No,Male,34,United States,New York,Blue and black,Friday,"(86, 28)",Science
90277160,No,Female,57,United States,Colorado,White and gold,Friday,"(73, 72)",Yahoo
90277163,No,Female,37,United States,California,White and gold,Friday,"(71, 22)",Science
90277164,No,Male,41,Canada,Alberta,White and gold,Friday,"(79, 33)",Science
90277165,No,Male,40,United States,Arizona,White and gold,Friday,"(31, 76)",ESPN
90277167,No,Male,44,United States,Georgia,Blue and black,Friday,"(66, 29)",Science
90277169,No,Male,35,United States,California,Blue and black,Friday,Unknown,Science
90277171,No,Male,55,United States,Iowa,White and gold,Friday,"(77, 24)",Science
90277175,No,Male,65,United States,Carolina,White and gold,Friday,"(22, 54)",ESPN
90277176,No,Male,52,United States,Massachusetts,Blue and black,Friday,Unknown,Unknown
90277178,No,Female,58,United States,Pennsylvania,White and gold,Friday,"(82, 40)",Science
90277182,No,Male,36,United States,Pennsylvania,White and gold,Friday,"(84, 37)",Science
90277183,No,Female,58,United States,Kentucky,Blue and black,Friday,"(8, 12)",Daily Dish
90277184,No,Female,68,United States,California,Blue and black,Friday,"(74, 6)",Science
90277185,No,Female,43,United States,Florida,White and gold,Sunday,"(78, 28)",Science
90277189,No,Female,50,United States,Texas,White and gold,Friday,"(66, 5)",Science
90277190,No,Male,54,Japan,Tokyo,White and gold,Friday,"(76, 30)",Science
90277191,No,Male,45,United States,California,White and gold,Friday,"(83, 26)",Science
90277193,No,Male,36,United States,Wisconsin,White and gold,Friday,"(83, 85)",Yahoo
90277194,No,Male,34,United States,California,White and gold,Friday,"(80, 34)",Science
90277197,No,Male,28,United States,California,White and gold,Sunday,"(64, 37)",Science
90277198,No,Male,45,United States,California,Blue and black,Friday,"(65, 36)",Science
90277200,No,Male,48,United States,Maryland,White and gold,Friday,"(74, 12)",Science
90277201,No,Female,40,United States,Washington,Blue and black,Friday,"(25, 29)",Daily Dish
90277202,No,Male,50,United States,Georgia,White and gold,Friday,"(64, 40)",Science
90277207,No,Male,44,United States,Ohio,Blue and black,Friday,"(67, 33)",Science
90277208,No,Male,38,United States,Virginia,White and gold,Friday,"(73, 26)",Science
90277215,No,Female,59,United States,Massachusetts,Blue and black,Friday,"(65, 32)",Science
90277219,No,Female,53,United States,Pennsylvania,White and gold,Sunday,"(77, 26)",Science
90277220,No,Female,52,Canada,ont,White and gold,Friday,"(58, 5)",Science
90277224,No,Female,61,United States,Washington,White and gold,Sunday,"(67, 30)",Science
90277235,No,Male,47,United States,Pennsylvania,White and gold,Friday,"(70, 31)",Science
90277237,No,Male,43,United States,Michigan,White and gold,Sunday,"(24, 53)",ESPN
90277238,No,Female,51,United States,California,White and gold,Sunday,"(85, 27)",Science
90277242,No,Female,27,United States,California,Blue and black,Friday,"(60, 24)",Science
90277243,No,Male,31,Canada,Alberta,Blue and black,Friday,"(76, 22)",Science
90277244,No,Male,55,United States,California,White and gold,Friday,"(80, 29)",Science
90277264,No,Female,43,United States,Oregon,Blue and black,Sunday,Unknown,Unknown
90277268,No,Male,58,United States,Idaho,White and gold,Sunday,"(74, 26)",Science
90277271,No,Female,57,United States,Kansas,White and gold,Friday,"(71, 31)",Science
90277289,No,Male,61,United States,California,Blue and black,Friday,"(75, 24)",Science
90277291,No,Female,53,United States,California,White and gold,Sunday,"(80, 27)",Science
90277293,No,Female,37,United States,Texas,White and gold,Friday,"(84, 18)",Science
90277298,No,Male,46,United States,Ohio,White and gold,Friday,"(85, 19)",Science
90277305,No,Female,22,United States,Florida,White and gold,Friday,"(80, 29)",Science
90277306,No,Female,51,United States,Massachusetts,White and gold,Friday,"(85, 8)",Science
90277309,No,I'd rather not say,35,Canada,Ontario,White and gold,Friday,"(78, 37)",Science
90277313,No,Male,43,United States,California,Blue and black,Friday,"(58, 5)",Science
90277314,No,Female,62,United States,California,White and gold,Friday,"(58, 4)",Science
90277315,No,Female,31,Canada,Alberta,Unknown,Friday,"(75, 20)",Science
90277324,No,Female,55,United States,Illinois,White and gold,Friday,"(78, 18)",Science
90277335,Yes,Female,44,United States,NV,Blue and black,Sunday,"(26, 8)",Daily Dish
90277339,No,Other,42,United States,"Brooklyn, kings county ny",Blue and black,Friday,"(70, 29)",Science
90277340,No,Male,50,United States,New York,White and gold,Sunday,"(76, 32)",Science
90277343,No,Other,20,United States,Washington,Blue and black,Sunday,"(88, 90)",Yahoo
90277346,No,Male,36,United States,Minnesota,White and gold,Friday,Unknown,Science
90277349,No,Male,43,United States,Ohio,Blue and black,Friday,"(74, 16)",Science
90277358,No,Female,45,United States,md,White and gold,Friday,Unknown,Unknown
90277360,Yes,Male,52,Canada,Alberta,White and gold,Friday,"(57, 5)",Science
90277361,No,Female,34,United States,California,Blue and black,Friday,"(70, 19)",Science
90277362,No,Male,54,United States,Massachusetts,White and gold,Friday,"(76, 12)",Science
90277364,Yes,Male,44,United States,Virginia,White and gold,Friday,"(69, 70)",Yahoo
90277365,No,Male,44,United States,NV,White and gold,Friday,"(79, 33)",Science
90277367,No,Female,40,United States,Illinois,White and gold,Friday,"(65, 27)",Science
90277374,Yes,Male,38,United States,WI,White and gold,Friday,Unknown,Unknown
90277378,No,Female,23,United States,Missouri,White and gold,Friday,"(64, 29)",Science
90277379,No,Male,47,United States,Illinois,Blue and black,Friday,"(63, 18)",Science
90277381,No,Male,42,United States,Georgia,Blue and black,Friday,"(71, 34)",Science
90277383,Yes,Female,38,United States,Missouri,White and gold,Friday,"(85, 19)",Science
90277388,No,Male,41,United States,Co,Blue and black,Friday,"(77, 34)",Science
90277392,No,Female,30,United States,California,White and gold,Sunday,"(79, 27)",Science
90277393,No,Male,41,United States,California,Blue and black,Sunday,"(74, 24)",Science
90277419,No,Male,45,United States,Florida,Blue and black,Friday,"(73, 27)",Science
90277429,No,Female,45,United States,Massachusetts,White and gold,Sunday,"(72, 8)",Science
90277435,No,Male,51,United States,Missouri,Blue and black,Friday,"(79, 22)",Science
90277436,No,Male,38,United States,Colorado,White and gold,Friday,"(92, 16)",Science
90277440,No,Male,37,United States,California,Blue and black,Friday,"(83, 37)",Science
